6 1:0.3434701492537313 2:0.24941625981744853 3:0.21005464480874317 4:0.5105298160053203 5:0.475 6:0.3978663319736429 7:0.26807760141093473 8:0.20970042796005706 9:0.18328840970350405 10:0.25555555555555554
11 1:0.405410447761194 2:0.3890893653152197 3:0.4284153005464481 4:0.4732875193970295 5:0.5427083333333333 6:0.4706620646375902 7:0.5185185185185185 8:0.5392296718972895 9:0.4339622641509434 10:0.4888888888888889
11 1:0.28936567164179106 2:0.2245807684143494 3:0.0780327868852459 4:0.13389492352028376 5:0.31979166666666664 6:0.3316598682146219 7:0.4056437389770723 8:0.42938659058487877 9:0.3638814016172507 10:0.34444444444444444
2 1:0.46940298507462686 2:0.4663553385693059 3:0.4850273224043716 4:0.5468853912657947 5:0.578125 6:0.5026670850329463 7:0.48500881834215165 8:0.4479315263908702 9:0.3504043126684636 10:0.4777777777777778
15 1:0.19048507462686567 2:0.06728932286138824 3:0.04131147540983607 4:0.6453114608734205 5:0.6104166666666667 6:0.4364606212739253 7:0.1746031746031746 8:0.07988587731811697 9:0.04851752021563342 10:0.2222222222222222
14 1:0.26548507462686566 2:0.15092337083421778 3:0.11366120218579236 4:0.654178674351585 5:0.6416666666666667 6:0.46407279573266397 7:0.21516754850088182 8:0.15263908701854492 9:0.09973045822102426 10:0.2111111111111111
14 1:0.26996268656716416 2:0.006792613033326258 3:0.15650273224043715 4:0.7069385945466637 5:0.7364583333333333 6:0.5418889237527456 7:0.30511463844797176 8:0.21112696148359486 9:0.16981132075471697 10:0.26666666666666666
3 1:0.346455223880597 2:0.28635109318616003 3:0.3062295081967213 4:0.39303923741964086 5:0.415625 6:0.38688421713209914 7:0.41975308641975306 8:0.43937232524964337 9:0.33692722371967654 10:0.43333333333333335
11 1:0.28376865671641793 2:0.23009976650392697 3:0.07868852459016394 4:0.1274661937486145 5:0.32395833333333335 6:0.34452463131471606 7:0.42328042328042326 8:0.42796005706134094 9:0.3477088948787062 10:0.43333333333333335
10 1:0.30522388059701494 2:0.25387391212056887 3:0.09355191256830601 4:0.4389270671691421 5:0.4479166666666667 6:0.4192030122372137 7:0.4056437389770723 8:0.3751783166904422 9:0.29110512129380056 10:0.4222222222222222
15 1:0.1884328358208955 2:0.06580343876034812 3:0.03081967213114754 4:0.6142762136998449 5:0.5770833333333333 6:0.39190461248823344 7:0.13756613756613756 8:0.07703281027104136 9:0.05660377358490566 10:0.15555555555555556
6 1:0.2955223880597015 2:0.05370409679473572 3:0.19781420765027322 4:0.5209487918421636 5:0.5291666666666667 6:0.43708817069344214 7:0.30687830687830686 8:0.2268188302425107 9:0.18598382749326145 10:0.25555555555555554
14 1:0.2380597014925373 2:0.14328168117172574 3:0.13420765027322404 4:0.5816892041675903 5:0.578125 6:0.4245371823031064 7:0.26278659611992944 8:0.16119828815977175 9:0.1078167115902965 10:0.35555555555555557
11 1:0.41399253731343283 2:0.4109530885162386 3:0.4509289617486339 4:0.5025493238749723 5:0.5145833333333333 6:0.5029808597427048 7:0.5202821869488536 8:0.5392296718972895 9:0.42318059299191374 10:0.4888888888888889
11 1:0.27257462686567163 2:0.0479728295478667 3:0.22469945355191256 4:0.2693416093992463 5:0.3125 6:0.3034201443363665 7:0.3844797178130511 8:0.4079885877318117 9:0.30727762803234504 10:0.43333333333333335
15 1:0.19365671641791044 2:0.06283167055826788 3:0.02622950819672131 4:0.6043005985369098 5:0.5791666666666667 6:0.38280514590524006 7:0.12169312169312169 8:0.06990014265335236 9:0.04582210242587601 10:0.2111111111111111
6 1:0.26548507462686566 2:0.010825727021863723 3:0.14426229508196722 4:0.5162935047661272 5:0.5125 6:0.4223407593347976 7:0.2839506172839506 8:0.20399429386590584 9:0.1293800539083558 10:0.36666666666666664
2 1:0.4419776119402985 2:0.44894926767140736 3:0.4701639344262295 4:0.5732653513633341 5:0.5822916666666667 6:0.5051772827110135 7:0.48148148148148145 8:0.42510699001426533 9:0.3477088948787062 10:0.36666666666666664
11 1:0.33302238805970147 2:0.29696455105073233 3:0.32349726775956283 4:0.37131456439813787 5:0.43645833333333334 6:0.38406024474427364 7:0.4479717813051146 8:0.4793152639087018 9:0.3935309973045822 10:0.4444444444444444
8 1:0.3880597014925373 2:0.35533856930587987 3:0.3462295081967213 4:0.6887608069164265 5:0.68125 6:0.3762158770003138 7:0.4409171075837742 8:0.35520684736091296 9:0.2560646900269542 10:0.4777777777777778
3 1:0.41138059701492535 2:0.40373593716832945 3:0.43628415300546447 4:0.486144978940368 5:0.5052083333333334 6:0.45465955443991213 7:0.455026455026455 8:0.47075606276747506 9:0.3881401617250674 10:0.37777777777777777
15 1:0.18824626865671643 2:0.06580343876034812 3:0.0253551912568306 4:0.5965417867435159 5:0.5927083333333333 6:0.40100407907122687 7:0.12698412698412698 8:0.07703281027104136 9:0.0431266846361186 10:0.16666666666666666
14 1:0.20634328358208956 2:0.07853958819783485 3:0.04786885245901639 4:0.6754599866991798 5:0.6583333333333333 6:0.4468151866959523 7:0.14462081128747795 8:0.0898716119828816 9:0.05390835579514825 10:0.36666666666666664
8 1:0.38843283582089555 2:0.3578857991933772 3:0.3481967213114754 4:0.6823320771447573 5:0.68125 6:0.3630373391904613 7:0.43562610229276894 8:0.3637660485021398 9:0.2668463611859838 10:0.36666666666666664
2 1:0.5401119402985075 2:0.5824665676077266 3:0.6321311475409837 4:0.5542008423852804 5:0.5729166666666666 6:0.5155318481330404 7:0.544973544973545 8:0.5691868758915835 9:0.431266846361186 10:0.5444444444444444
3 1:0.2595149253731343 2:0.01528337932498408 3:0.1746448087431694 4:0.39392595876745734 5:0.40625 6:0.3417006589268905 7:0.30511463844797176 8:0.2995720399429387 9:0.2210242587601078 10:0.2777777777777778
11 1:0.2947761194029851 2:0.23137338144767566 3:0.2421857923497268 4:0.12303258700953225 5:0.3125 6:0.34358330718544083 7:0.4021164021164021 8:0.43366619115549215 9:0.3584905660377358 10:0.4777777777777778
2 1:0.5755597014925373 2:0.6353215877732965 3:0.6942076502732241 4:0.5903347373088007 5:0.6135416666666667 6:0.5572638845309068 7:0.5573192239858906 8:0.5863052781740371 9:0.48247978436657685 10:0.6444444444444445
2 1:0.546455223880597 2:0.5767353003608575 3:0.6244808743169399 4:0.5539791620483263 5:0.51875 6:0.5080012550988391 7:0.544973544973545 8:0.5563480741797432 9:0.41778975741239893 10:0.4888888888888889
14 1:0.24029850746268658 2:0.12375291870091276 3:0.09792349726775956 4:0.6752383063622257 5:0.6395833333333333 6:0.44367743959836836 7:0.18165784832451498 8:0.12838801711840228 9:0.07547169811320754 10:0.2777777777777778
1 1:0.3246268656716418 2:0.2852897473997028 3:0.1112568306010929 4:0.6397694524495677 5:0.6166666666666667 6:0.5406338249137119 7:0.37389770723104054 8:0.3095577746077033 9:0.215633423180593 10:0.35555555555555557
2 1:0.44776119402985076 2:0.43069412014434305 3:0.4734426229508197 4:0.48547993792950567 5:0.47708333333333336 6:0.4612488233448384 7:0.47266313932980597 8:0.47503566333808844 9:0.3611859838274933 10:0.4777777777777778
11 1:0.4171641791044776 2:0.4207174697516451 3:0.46797814207650273 4:0.5009975615162935 5:0.49375 6:0.490429871352369 7:0.5079365079365079 8:0.5620542082738944 9:0.431266846361186 10:0.3888888888888889
2 1:0.5175373134328358 2:0.5523243472723414 3:0.5906010928961749 4:0.5468853912657947 5:0.5458333333333333 6:0.5042359585817383 7:0.49382716049382713 8:0.5206847360912982 9:0.42587601078167114 10:0.4444444444444444
3 1:0.3755597014925373 2:0.3510931861600509 3:0.37923497267759565 4:0.4719574373753048 5:0.47708333333333336 6:0.45685597740822087 7:0.4409171075837742 8:0.47075606276747506 9:0.3611859838274933 10:0.5444444444444444
11 1:0.4242537313432836 2:0.41328804924644447 3:0.46054644808743167 4:0.5076479716249168 5:0.5322916666666667 6:0.5161593975525572 7:0.5185185185185185 8:0.5634807417974322 9:0.4366576819407008 10:0.5333333333333333
15 1:0.24720149253731344 2:0.13415410740819358 3:0.08808743169398907 4:0.6745732653513633 5:0.6427083333333333 6:0.4443049890178852 7:0.18165784832451498 8:0.11697574893009986 9:0.0646900269541779 10:0.32222222222222224
14 1:0.21436567164179104 2:0.09233708342177882 3:0.06557377049180328 4:0.6732431833296386 5:0.7072916666666667 6:0.46909319108879827 7:0.19576719576719576 8:0.10699001426533523 9:0.07816711590296496 10:0.2222222222222222
11 1:0.45597014925373136 2:0.4500106134578646 3:0.4878688524590164 4:0.5231655952117047 5:0.5052083333333334 6:0.518355820520866 7:0.5185185185185185 8:0.5748930099857347 9:0.4501347708894879 10:0.6222222222222222
3 1:0.35242537313432837 2:0.3302908087454893 3:0.36153005464480875 4:0.4291731323431612 5:0.4322916666666667 6:0.4279887041104487 7:0.4444444444444444 8:0.47218259629101283 9:0.3665768194070081 10:0.4888888888888889
10 1:0.30634328358208956 2:0.26385056251326683 3:0.1151912568306011 4:0.38106849922411884 5:0.38333333333333336 6:0.4000627549419517 7:0.43738977072310403 8:0.41512125534950073 9:0.30727762803234504 10:0.5333333333333333
2 1:0.3656716417910448 2:0.32540861812778604 3:0.35628415300546445 4:0.42895145200620705 5:0.43333333333333335 6:0.4232820834640728 7:0.4620811287477954 8:0.4536376604850214 9:0.3638814016172507 10:0.3888888888888889
2 1:0.508955223880597 2:0.5268520483973679 3:0.5648087431693989 4:0.527820882287741 5:0.5416666666666666 6:0.4860370254157515 7:0.5149911816578483 8:0.5221112696148359 9:0.41778975741239893 10:0.4888888888888889
10 1:0.33544776119402986 2:0.29229462959032054 3:0.3239344262295082 4:0.4056750166260253 5:0.446875 6:0.42171320991528083 7:0.4444444444444444 8:0.4136947218259629 9:0.32345013477088946 10:0.43333333333333335
2 1:0.5889925373134328 2:0.6563362343451496 3:0.7033879781420765 4:0.6167146974063401 5:0.58125 6:0.5622842798870411 7:0.5837742504409171 8:0.5877318116975749 9:0.4555256064690027 10:0.5333333333333333
13 1:0.24477611940298508 2:0.1504988325196349 3:0.13114754098360656 4:0.5420084238528042 5:0.540625 6:0.35927204267336055 7:0.19576719576719576 8:0.1355206847360913 9:0.09703504043126684 10:0.2
9 1:0.3162313432835821 2:0.24729356824453408 3:0.23781420765027322 4:0.6076258035912214 5:0.615625 6:0.47819265767179164 7:0.32098765432098764 8:0.29529243937232524 9:0.215633423180593 10:0.36666666666666664
12 1:0.3718283582089552 2:0.35194226278921675 3:0.39366120218579237 4:0.4699623143427178 5:0.5114583333333333 6:0.4665829934107311 7:0.47795414462081126 8:0.4693295292439372 9:0.3504043126684636 10:0.43333333333333335
3 1:0.4042910447761194 2:0.3967310549777117 3:0.41770491803278686 4:0.47616936377743296 5:0.49583333333333335 6:0.4559146532789457 7:0.4638447971781305 8:0.4893009985734665 9:0.37735849056603776 10:0.4888888888888889
2 1:0.4078358208955224 2:0.38739121205688815 3:0.4262295081967213 4:0.44225227222345376 5:0.45416666666666666 6:0.4524631314716034 7:0.49382716049382713 8:0.4764621968616263 9:0.37735849056603776 10:0.5777777777777777
14 1:0.23059701492537313 2:0.10740819358947144 3:0.07125683060109289 4:0.796497450676125 5:0.775 6:0.5431440225917791 7:0.2222222222222222 8:0.11126961483594865 9:0.07816711590296496 10:0.36666666666666664
2 1:0.40876865671641793 2:0.3784759074506474 3:0.3881967213114754 4:0.42496120594103304 5:0.40208333333333335 6:0.3944148101663006 7:0.3915343915343915 8:0.39372325249643364 9:0.3018867924528302 10:0.43333333333333335
13 1:0.23041044776119404 2:0.15347060072171514 3:0.12131147540983607 4:0.5229439148747506 5:0.5104166666666666 6:0.35770316912456857 7:0.1657848324514991 8:0.12981455064194009 9:0.09703504043126684 10:0.25555555555555554
11 1:0.3421641791044776 2:0.29802589683718955 3:0.34185792349726773 4:0.3790733761915318 5:0.42604166666666665 6:0.3941010354565422 7:0.4426807760141093 8:0.4992867332382311 9:0.39622641509433965 10:0.3888888888888889
11 1:0.38936567164179103 2:0.36786244958607517 3:0.40087431693989073 4:0.4497894036798936 5:0.46875 6:0.45465955443991213 7:0.5079365079365079 8:0.5320970042796006 9:0.4393530997304582 10:0.4444444444444444
3 1:0.42518656716417913 2:0.4300573126724687 3:0.4559562841530055 4:0.5129682997118156 5:0.5125 6:0.48321305302792594 7:0.4708994708994709 8:0.4921540656205421 9:0.3692722371967655 10:0.5333333333333333
12 1:0.35242537313432837 2:0.3198896200382084 3:0.35081967213114756 4:0.5005542008423853 5:0.528125 6:0.44995293379353624 7:0.42504409171075835 8:0.42510699001426533 9:0.30727762803234504 10:0.4777777777777778
3 1:0.4014925373134328 2:0.3895139036298026 3:0.41792349726775957 4:0.48525825759255153 5:0.46770833333333334 6:0.4562284279887041 7:0.4620811287477954 8:0.4893009985734665 9:0.37735849056603776 10:0.4777777777777778
8 1:0.375 2:0.3377202292506899 3:0.3208743169398907 4:0.6570605187319885 5:0.6625 6:0.3448384060244744 7:0.4497354497354497 8:0.362339514978602 9:0.2695417789757412 10:0.26666666666666666
12 1:0.3384328358208955 2:0.30821481638717896 3:0.3318032786885246 4:0.45466637109288405 5:0.453125 6:0.4477565108252275 7:0.41798941798941797 8:0.42938659058487877 9:0.32075471698113206 10:0.4888888888888889
15 1:0.2651119402985075 2:0.16090002122691574 3:0.12437158469945356 4:0.6894258479272889 5:0.665625 6:0.5042359585817383 7:0.23809523809523808 8:0.16405135520684735 9:0.1347708894878706 10:0.26666666666666666
2 1:0.5585820895522388 2:0.5841647208660582 3:0.6290710382513661 4:0.5555309244070051 5:0.540625 6:0.5114527769061814 7:0.5379188712522046 8:0.572039942938659 9:0.41509433962264153 10:0.4888888888888889
12 1:0.3712686567164179 2:0.3544894926767141 3:0.3846994535519126 4:0.4956772334293948 5:0.46770833333333334 6:0.46877941637903986 7:0.4673721340388007 8:0.463623395149786 9:0.3719676549865229 10:0.34444444444444444
10 1:0.3175373134328358 2:0.2738272129059648 3:0.12939890710382515 4:0.3861671469740634 5:0.415625 6:0.393159711327267 7:0.43033509700176364 8:0.40228245363766046 9:0.29110512129380056 10:0.37777777777777777
12 1:0.3162313432835821 2:0.2680959456590957 3:0.1160655737704918 4:0.39481268011527376 5:0.41041666666666665 6:0.40602447442736117 7:0.4144620811287478 8:0.42082738944365194 9:0.31536388140161725 10:0.3333333333333333
11 1:0.4425373134328358 2:0.43876034812141795 3:0.48546448087431693 4:0.5165151851030814 5:0.5447916666666667 6:0.5064323815500471 7:0.5238095238095238 8:0.5748930099857347 9:0.42587601078167114 10:0.5444444444444444
10 1:0.3087686567164179 2:0.2593929102101465 3:0.11759562841530055 4:0.42850809133229883 5:0.48125 6:0.41606526513962977 7:0.41975308641975306 8:0.3780313837375178 9:0.2830188679245283 10:0.3111111111111111
14 1:0.2 2:0.06983655274888559 3:0.03519125683060109 4:0.6960762580359122 5:0.6770833333333334 6:0.4574835268277377 7:0.1763668430335097 8:0.09272467902995721 9:0.05390835579514825 10:0.13333333333333333
11 1:0.4783582089552239 2:0.5020165569942687 3:0.5512568306010929 4:0.5630680558634449 5:0.5708333333333333 6:0.5538123627235645 7:0.5520282186948854 8:0.5863052781740371 9:0.49595687331536387 10:0.6
3 1:0.3199626865671642 2:0.2795584801528338 3:0.12939890710382515 4:0.4070050986477499 5:0.4083333333333333 6:0.39253216190775025 7:0.36860670194003525 8:0.4136947218259629 9:0.32075471698113206 10:0.3333333333333333
5 1:0.28451492537313433 2:0.21927403948206325 3:0.22950819672131148 4:0.4305032143648858 5:0.44375 6:0.39535613429557576 7:0.36155202821869487 8:0.34807417974322397 9:0.2641509433962264 10:0.3333333333333333
6 1:0.2746268656716418 2:0.01379749522394396 3:0.1368306010928962 4:0.5938816227000665 5:0.5739583333333333 6:0.48384060244744276 7:0.291005291005291 8:0.20256776034236804 9:0.1105121293800539 10:0.25555555555555554
11 1:0.28694029850746267 2:0.22734026745913818 3:0.08174863387978142 4:0.13234316116160497 5:0.353125 6:0.3470348289927832 7:0.4038800705467372 8:0.43794579172610554 9:0.3477088948787062 10:0.4777777777777778
5 1:0.3649253731343284 2:0.3434514964975589 3:0.34710382513661203 4:0.5411217025049878 5:0.5427083333333333 6:0.47662378412299966 7:0.42504409171075835 8:0.38944365192582026 9:0.2884097035040431 10:0.4444444444444444
16 1:0.7100746268656717 2:0.7588622373169178 3:0.788415300546448 4:0.46885391265794724 5:0.459375 6:0.43018512707875745 7:0.42680776014109345 8:0.4507845934379458 9:0.3584905660377358 10:0.2777777777777778
11 1:0.5074626865671642 2:0.5491403099129697 3:0.606775956284153 4:0.5958767457326535 5:0.6427083333333333 6:0.5663633511139002 7:0.5679012345679012 8:0.6105563480741797 9:0.48247978436657685 10:0.5777777777777777
5 1:0.3341417910447761 2:0.2884737847590745 3:0.11038251366120219 4:0.5717135890046553 5:0.5739583333333333 6:0.5051772827110135 7:0.41798941798941797 8:0.32952924393723254 9:0.2371967654986523 10:0.2777777777777778
11 1:0.4171641791044776 2:0.4081935894714498 3:0.44699453551912566 4:0.5060962092662381 5:0.5229166666666667 6:0.5076874803890806 7:0.5238095238095238 8:0.5520684736091298 9:0.4609164420485175 10:0.5333333333333333
13 1:0.23171641791044775 2:0.15177244746338356 3:0.1259016393442623 4:0.529594324983374 5:0.509375 6:0.3633511139002196 7:0.17989417989417988 8:0.12553495007132667 9:0.10512129380053908 10:0.24444444444444444
16 1:0.7302238805970149 2:0.801316068775207 3:0.8437158469945355 4:0.521613832853026 5:0.5322916666666667 6:0.4706620646375902 7:0.47795414462081126 8:0.4893009985734665 9:0.3881401617250674 10:0.4666666666666667
11 1:0.6184701492537313 2:0.7051581405221822 3:0.7637158469945355 4:0.669917978275327 5:0.6541666666666667 6:0.3749607781612802 7:0.6067019400352733 8:0.6590584878744651 9:0.5121293800539084 10:0.6444444444444445
3 1:0.32238805970149254 2:0.27361494374867334 3:0.11344262295081967 4:0.3613389492352028 5:0.3927083333333333 6:0.3743332287417634 7:0.4109347442680776 8:0.43651925820256776 9:0.3665768194070081 10:0.43333333333333335
3 1:0.5061567164179105 2:0.5412863510931861 3:0.5794535519125683 4:0.5788073597871869 5:0.5979166666666667 6:0.5356134295575776 7:0.5220458553791887 8:0.5235378031383737 9:0.40431266846361186 10:0.4888888888888889
14 1:0.2253731343283582 2:0.11356399915092337 3:0.09377049180327869 4:0.624473509199734 5:0.65625 6:0.4113586444932538 7:0.21869488536155202 8:0.14693295292439373 9:0.09433962264150944 10:0.16666666666666666
2 1:0.4626865671641791 2:0.47378475907450646 3:0.49836065573770494 4:0.5615162935047662 5:0.5958333333333333 6:0.5133354251647317 7:0.49382716049382713 8:0.4507845934379458 9:0.33962264150943394 10:0.5222222222222223
11 1:0.6473880597014925 2:0.7234132880492464 3:0.7838251366120219 4:0.675903347373088 5:0.6614583333333334 6:0.3743332287417634 7:0.5890652557319224 8:0.6547788873038516 9:0.49326145552560646 10:0.6444444444444445
12 1:0.36585820895522386 2:0.3438760348121418 3:0.3814207650273224 4:0.47971624916869876 5:0.4791666666666667 6:0.46093504863508 7:0.4673721340388007 8:0.463623395149786 9:0.33692722371967654 10:0.43333333333333335
2 1:0.601679104477612 2:0.6597325408618128 3:0.7092896174863388 4:0.6167146974063401 5:0.5875 6:0.558205208660182 7:0.5714285714285714 8:0.5805991440798859 9:0.4555256064690027 10:0.5444444444444444
11 1:0.5792910447761194 2:0.6319252812566334 3:0.6900546448087431 4:0.6297938372866326 5:0.6114583333333333 6:0.3470348289927832 7:0.5749559082892416 8:0.6148359486447932 9:0.5067385444743935 10:0.6444444444444445
11 1:0.39309701492537313 2:0.3765654850350244 3:0.40939890710382515 4:0.4522278873863888 5:0.478125 6:0.4694069657985566 7:0.5061728395061729 8:0.5378031383737518 9:0.42318059299191374 10:0.5777777777777777
2 1:0.43526119402985075 2:0.42156654638081087 3:0.45879781420765026 4:0.46552870760363557 5:0.49375 6:0.45403200502039537 7:0.48500881834215165 8:0.48359486447931527 9:0.3935309973045822 10:0.43333333333333335
11 1:0.27294776119402986 2:0.05391636595202717 3:0.2439344262295082 4:0.12790955442252272 5:0.32083333333333336 6:0.33260119234389707 7:0.3880070546737213 8:0.42796005706134094 9:0.32345013477088946 10:0.4666666666666667
12 1:0.33880597014925373 2:0.3080025472298875 3:0.33726775956284155 4:0.44313899357127023 5:0.4427083333333333 6:0.4163790398493881 7:0.43209876543209874 8:0.4507845934379458 9:0.3638814016172507 10:0.4777777777777778
11 1:0.4192164179104478 2:0.399702823179792 3:0.4424043715846995 4:0.4843715362447351 5:0.4875 6:0.4938813931597113 7:0.5291005291005291 8:0.5649072753209701 9:0.4339622641509434 10:0.43333333333333335
6 1:0.2720149253731343 2:0.017830609212481426 3:0.15628415300546447 4:0.5151851030813567 5:0.5229166666666667 6:0.4443049890178852 7:0.2980599647266314 8:0.21540656205420827 9:0.16172506738544473 10:0.3111111111111111
10 1:0.32985074626865674 2:0.2950541286351093 3:0.31934426229508195 4:0.4096652626911993 5:0.42916666666666664 6:0.42861625352996546 7:0.4444444444444444 8:0.44935805991440797 9:0.353099730458221 10:0.4777777777777778
14 1:0.21697761194029852 2:0.10210146465718531 3:0.06098360655737705 4:0.6517401906450898 5:0.6572916666666667 6:0.41041732036397865 7:0.1657848324514991 8:0.10556348074179743 9:0.07816711590296496 10:0.12222222222222222
6 1:0.2677238805970149 2:0.012099341965612397 3:0.14601092896174864 4:0.5271558412768788 5:0.5177083333333333 6:0.4380294948227173 7:0.31216931216931215 8:0.20399429386590584 9:0.14016172506738545 10:0.25555555555555554
2 1:0.34888059701492535 2:0.3024835491403099 3:0.3250273224043716 4:0.40279317224562183 5:0.4166666666666667 6:0.38217759648572325 7:0.41622574955908287 8:0.42938659058487877 9:0.31805929919137466 10:0.34444444444444444
11 1:0.5613805970149254 2:0.6007217151347909 3:0.6572677595628416 4:0.6215916648193305 5:0.63125 6:0.5760903671164104 7:0.5696649029982364 8:0.6262482168330956 9:0.49595687331536387 10:0.6444444444444445
10 1:0.3218283582089552 2:0.27403948206325623 3:0.300327868852459 4:0.3959210818000443 5:0.42916666666666664 6:0.41198619391277064 7:0.4656084656084656 8:0.4122681883024251 9:0.30997304582210244 10:0.3333333333333333
10 1:0.319589552238806 2:0.2799830184674167 3:0.13005464480874318 4:0.39658612281090666 5:0.3927083333333333 6:0.4091622215249451 7:0.42328042328042326 8:0.4136947218259629 9:0.29649595687331537 10:0.4222222222222222
10 1:0.3218283582089552 2:0.2697940989174273 3:0.12415300546448088 4:0.38993571270228333 5:0.40625 6:0.40163162849074363 7:0.43386243386243384 8:0.3908701854493581 9:0.29649595687331537 10:0.32222222222222224
13 1:0.24402985074626865 2:0.15623009976650393 3:0.133551912568306 4:0.4954555530924407 5:0.46041666666666664 6:0.3583307185440853 7:0.20811287477954143 8:0.15834522111269614 9:0.11590296495956873 10:0.3
4 1:0.4783582089552239 2:0.48970494587136487 3:0.5178142076502732 4:0.6348924850365772 5:0.6208333333333333 6:0.34452463131471606 7:0.5026455026455027 8:0.5106990014265336 9:0.40431266846361186 10:0.43333333333333335
2 1:0.29440298507462687 2:0.23116111229038422 3:0.23956284153005464 4:0.16847705608512525 5:0.34375 6:0.34232820834640726 7:0.37389770723104054 8:0.37375178316690444 9:0.3045822102425876 10:0.2777777777777778
11 1:0.5177238805970149 2:0.5489280407556782 3:0.5982513661202186 4:0.5865661715805808 5:0.5947916666666667 6:0.55663633511139 7:0.5202821869488536 8:0.5420827389443652 9:0.41778975741239893 10:0.5777777777777777
